id_pedido,data_pedido,ano,mes,regiao,cidade,canal_venda,vendedor,segmento_cliente,produto,categoria,quantidade,preco_unitario,desconto_percentual,frete,receita_bruta,receita_liquida,custo_total,lucro,margem_percentual,forma_pagamento,status_pedido,prazo_entrega_dias,avaliacao_cliente
PED-00625,2025-09-03,2025,09,Nordeste,Natal,Marketplace,Felipe,Média Empresa,Smartphone Y,Telefonia,4,2150.00,0,82.70,8600.00,8682.70,6348.94,2333.76,26.88,PIX,Concluído,12,5
PED-00068,2025-09-04,2025,09,Centro-Oeste,Goiânia,Site,Eduarda,Pessoa Física,Memória RAM 16 GB,Componentes,3,390.00,15,44.20,1170.00,1038.70,750.47,288.23,27.75,Cartão de Crédito,Concluído,11,4
PED-00154,2025-09-04,2025,09,Sudeste,São Paulo,Marketplace,Ana,Pessoa Física,Headset USB,Acessórios,1,260.00,5,51.28,260.00,298.28,172.95,125.33,42.02,Boleto,Concluído,3,4
PED-00157,2025-09-04,2025,09,Sudeste,Rio de Janeiro,Loja Física,Ana,Pessoa Física,Webcam Full HD,Acessórios,8,310.00,10,12.74,2480.00,2244.74,1524.46,720.28,32.09,Cartão de Crédito,Concluído,5,3
PED-00373,2025-09-04,2025,09,Sul,Florianópolis,Aplicativo,Felipe,Pessoa Física,Teclado Mecânico,Acessórios,1,350.00,10,55.20,350.00,55.53,194.92,-139.39,-251.02,PIX,Devolvido,4,
PED-00798,2025-09-04,2025,09,Nordeste,Natal,Site,Felipe,Pessoa Física,SSD 1 TB,Componentes,1,510.00,5,45.99,510.00,530.49,361.10,169.39,31.93,PIX,Concluído,8,5
PED-01467,2025-09-04,2025,09,Sudeste,Rio de Janeiro,Aplicativo,Henrique,Pessoa Física,Monitor 24,Eletrônicos,3,920.00,5,11.52,2760.00,395.03,1635.43,-1240.40,-314.00,Cartão de Crédito,Devolvido,7,
PED-00325,2025-09-05,2025,09,Sudeste,Rio de Janeiro,Loja Física,Felipe,Pessoa Física,Cadeira Ergonômica,Móveis,1,1350.00,15,64.20,1350.00,181.75,767.10,-585.35,-322.06,Cartão de Crédito,Devolvido,8,
PED-00526,2025-09-05,2025,09,Centro-Oeste,Goiânia,Site,Henrique,Pessoa Física,Impressora Wi-Fi,Escritório,2,760.00,0,85.73,1520.00,240.86,901.01,-660.15,-274.08,Transferência,Devolvido,12,
PED-00876,2025-09-05,2025,09,Norte,Manaus,Loja Física,Felipe,Média Empresa,Mouse Sem Fio,Acessórios,5,145.00,0,68.59,725.00,793.59,434.01,359.58,45.31,Transferência,Concluído,1,5
PED-00014,2025-09-06,2025,09,Centro-Oeste,Goiânia,Site,Gabriela,Pessoa Física,Memória RAM 16 GB,Componentes,2,390.00,15,5.15,780.00,100.22,418.03,-317.81,-317.11,Cartão de Crédito,Devolvido,11,
PED-00177,2025-09-06,2025,09,Sudeste,Campinas,Site,Daniel,Pequena Empresa,Smartphone X,Telefonia,2,3200.00,10,52.26,6400.00,871.84,4180.55,-3308.71,-379.51,PIX,Devolvido,8,
PED-00433,2025-09-06,2025,09,Sudeste,São Paulo,Aplicativo,Bruno,Pessoa Física,Teclado Mecânico,Acessórios,1,350.00,10,77.69,350.00,392.69,237.19,155.50,39.60,PIX,Concluído,2,4
PED-00738,2025-09-06,2025,09,Nordeste,Salvador,Aplicativo,Ana,Pessoa Física,Headset USB,Acessórios,3,260.00,5,36.58,780.00,777.58,477.80,299.78,38.55,Boleto,Concluído,2,4
PED-01385,2025-09-06,2025,09,Sudeste,Campinas,Site,Eduarda,Média Empresa,Cadeira Ergonômica,Móveis,1,1350.00,5,64.22,1350.00,202.01,767.11,-565.10,-279.74,PIX,Devolvido,12,
PED-00045,2025-09-07,2025,09,Sul,Londrina,Site,Henrique,Média Empresa,SSD 1 TB,Componentes,1,510.00,0,75.79,510.00,585.79,371.53,214.26,36.58,Boleto,Concluído,5,5
PED-00656,2025-09-08,2025,09,Sul,Porto Alegre,Loja Física,Daniel,Pessoa Física,Notebook Lite 15,Eletrônicos,2,2850.00,0,33.56,5700.00,5733.56,4311.75,1421.81,24.80,PIX,Concluído,7,4
PED-01150,2025-09-08,2025,09,Sudeste,Campinas,Site,Eduarda,Média Empresa,Tablet 10,Telefonia,2,1850.00,20,86.25,3700.00,3046.25,2670.19,376.06,12.35,Transferência,Concluído,10,5
PED-01419,2025-09-08,2025,09,Sul,Londrina,Loja Física,Eduarda,Corporativo,Smartphone X,Telefonia,2,3200.00,5,70.81,6400.00,0.00,24.78,-24.78,0.00,PIX,Cancelado,7,
PED-00223,2025-09-09,2025,09,Sul,Londrina,Site,Eduarda,Pessoa Física,Mesa Home Office,Móveis,2,980.00,10,75.73,1960.00,1839.73,1266.51,573.22,31.16,Cartão de Crédito,Concluído,11,5
PED-01464,2025-09-09,2025,09,Centro-Oeste,Brasília,Site,Felipe,Pessoa Física,Memória RAM 16 GB,Componentes,5,390.00,0,75.52,1950.00,303.83,1063.72,-759.89,-250.10,PIX,Devolvido,12,
PED-01470,2025-09-09,2025,09,Sudeste,São Paulo,Loja Física,Felipe,Pessoa Física,Headset USB,Acessórios,8,260.00,20,79.95,2080.00,1743.95,1267.98,475.97,27.29,Boleto,Concluído,2,4
PED-00557,2025-09-10,2025,09,Sudeste,Campinas,Marketplace,Daniel,Pequena Empresa,Teclado Mecânico,Acessórios,1,350.00,5,15.98,350.00,348.48,215.59,132.89,38.13,Transferência,Concluído,9,5
PED-01264,2025-09-10,2025,09,Centro-Oeste,Brasília,Site,Bruno,Pessoa Física,Tablet 10,Telefonia,2,1850.00,10,21.57,3700.00,0.00,7.55,-7.55,0.00,Transferência,Cancelado,9,
PED-00148,2025-09-11,2025,09,Sul,Florianópolis,Site,Bruno,Pessoa Física,Monitor 24,Eletrônicos,2,920.00,5,54.41,1840.00,1802.41,1299.04,503.37,27.93,Transferência,Concluído,3,4
PED-00747,2025-09-11,2025,09,Sudeste,São Paulo,Marketplace,Eduarda,Média Empresa,Memória RAM 16 GB,Componentes,2,390.00,0,13.93,780.00,793.93,494.88,299.05,37.67,Boleto,Concluído,2,4
PED-00051,2025-09-12,2025,09,Sul,Londrina,Marketplace,Daniel,Pequena Empresa,Monitor 27,Eletrônicos,2,1450.00,15,28.25,2900.00,0.00,9.89,-9.89,0.00,Boleto,Cancelado,7,
PED-00947,2025-09-12,2025,09,Centro-Oeste,Brasília,Loja Física,Henrique,Pequena Empresa,Mouse Sem Fio,Acessórios,1,145.00,0,38.34,145.00,27.50,81.11,-53.61,-194.95,Transferência,Devolvido,11,
PED-01064,2025-09-12,2025,09,Nordeste,Salvador,Site,Gabriela,Pessoa Física,Mouse Sem Fio,Acessórios,1,145.00,5,46.55,145.00,184.30,98.29,86.01,46.67,Transferência,Concluído,9,4
PED-01254,2025-09-12,2025,09,Norte,Palmas,Site,Henrique,Pessoa Física,Cadeira Ergonômica,Móveis,1,1350.00,5,14.53,1350.00,1297.03,885.09,411.94,31.76,PIX,Concluído,2,4
PED-01111,2025-09-13,2025,09,Nordeste,Natal,Site,Daniel,Pessoa Física,Notebook Lite 15,Eletrônicos,1,2850.00,0,19.97,2850.00,2869.97,2156.99,712.98,24.84,Cartão de Crédito,Concluído,12,1
PED-01088,2025-09-14,2025,09,Sudeste,Belo Horizonte,Site,Carla,Pessoa Física,Impressora Wi-Fi,Escritório,3,760.00,20,86.19,2280.00,286.53,1338.89,-1052.36,-367.28,Transferência,Devolvido,3,
PED-00175,2025-09-15,2025,09,Nordeste,Natal,Marketplace,Daniel,Pessoa Física,Webcam Full HD,Acessórios,1,310.00,0,37.59,310.00,0.00,13.16,-13.16,0.00,Boleto,Cancelado,7,
PED-01311,2025-09-15,2025,09,Norte,Belém,Marketplace,Carla,Pessoa Física,Mesa Home Office,Móveis,1,980.00,15,75.79,980.00,136.32,549.55,-413.23,-303.13,Transferência,Devolvido,5,
PED-00040,2025-09-16,2025,09,Sul,Curitiba,Aplicativo,Felipe,Pessoa Física,Monitor 24,Eletrônicos,1,920.00,20,3.82,920.00,739.82,641.34,98.48,13.31,Cartão de Crédito,Concluído,4,3
PED-00417,2025-09-16,2025,09,Sul,Florianópolis,Aplicativo,Ana,Pequena Empresa,Teclado Mecânico,Acessórios,3,350.00,15,70.20,1050.00,144.41,556.38,-411.97,-285.28,Boleto,Devolvido,8,
PED-00860,2025-09-16,2025,09,Sudeste,Belo Horizonte,Loja Física,Ana,Pessoa Física,Impressora Wi-Fi,Escritório,1,760.00,5,1.66,760.00,723.66,515.58,208.08,28.75,Cartão de Crédito,Concluído,5,5
PED-01241,2025-09-16,2025,09,Sudeste,Belo Horizonte,Marketplace,Bruno,Média Empresa,Notebook Lite 15,Eletrônicos,2,2850.00,10,67.21,5700.00,779.58,3674.99,-2895.41,-371.41,Cartão de Crédito,Devolvido,5,
PED-01092,2025-09-18,2025,09,Sudeste,Rio de Janeiro,Site,Henrique,Pessoa Física,Tablet 10,Telefonia,1,1850.00,0,7.23,1850.00,1857.23,1322.53,534.70,28.79,Transferência,Concluído,9,5
PED-01239,2025-09-18,2025,09,Centro-Oeste,Campo Grande,Loja Física,Bruno,Pessoa Física,Impressora Wi-Fi,Escritório,1,760.00,0,13.13,760.00,773.13,519.60,253.53,32.79,Boleto,Concluído,1,2
PED-01343,2025-09-18,2025,09,Nordeste,Natal,Aplicativo,Gabriela,Corporativo,Mesa Home Office,Móveis,3,980.00,10,17.91,2940.00,2663.91,1866.27,797.64,29.94,Cartão de Crédito,Concluído,10,4
PED-01404,2025-09-18,2025,09,Norte,Palmas,Site,Daniel,Pessoa Física,Teclado Mecânico,Acessórios,4,350.00,0,17.70,1400.00,1417.70,846.20,571.50,40.31,Cartão de Crédito,Concluído,2,2
PED-00500,2025-09-19,2025,09,Sudeste,Rio de Janeiro,Site,Carla,Média Empresa,Mesa Home Office,Móveis,3,980.00,15,72.84,2940.00,2571.84,1885.49,686.35,26.69,Cartão de Crédito,Concluído,1,3
PED-00508,2025-09-20,2025,09,Sudeste,São Paulo,Site,Daniel,Pessoa Física,Monitor 24,Eletrônicos,2,920.00,10,63.73,1840.00,0.00,22.31,-22.31,0.00,Cartão de Crédito,Cancelado,12,
PED-01310,2025-09-20,2025,09,Sudeste,Rio de Janeiro,Marketplace,Ana,Pessoa Física,Webcam Full HD,Acessórios,1,310.00,5,3.70,310.00,298.20,191.29,106.91,35.85,PIX,Concluído,8,3
PED-00425,2025-09-21,2025,09,Nordeste,Fortaleza,Loja Física,Gabriela,Pessoa Física,Mouse Sem Fio,Acessórios,10,145.00,0,77.22,1450.00,1527.22,847.03,680.19,44.54,PIX,Concluído,8,2
PED-00181,2025-09-22,2025,09,Sul,Porto Alegre,Marketplace,Gabriela,Pessoa Física,Webcam Full HD,Acessórios,3,310.00,10,14.32,930.00,851.32,575.01,276.31,32.46,Transferência,Concluído,8,3
PED-00846,2025-09-22,2025,09,Sul,Curitiba,Aplicativo,Carla,Pessoa Física,Headset USB,Acessórios,2,260.00,5,53.56,520.00,82.13,279.44,-197.31,-240.24,Cartão de Crédito,Devolvido,10,
PED-01140,2025-09-22,2025,09,Sul,Londrina,Marketplace,Daniel,Pessoa Física,Mouse Sem Fio,Acessórios,2,145.00,10,50.19,290.00,311.19,181.57,129.62,41.65,PIX,Concluído,7,3
PED-01309,2025-09-22,2025,09,Sudeste,Belo Horizonte,Loja Física,Gabriela,Pessoa Física,Smartphone X,Telefonia,1,3200.00,5,28.19,3200.00,460.23,2090.89,-1630.66,-354.31,Transferência,Devolvido,6,
PED-00221,2025-09-23,2025,09,Sudeste,São Paulo,Site,Henrique,Média Empresa,Monitor 24,Eletrônicos,1,920.00,15,76.84,920.00,858.84,666.89,191.95,22.35,Cartão de Crédito,Concluído,1,5
PED-01229,2025-09-23,2025,09,Centro-Oeste,Goiânia,Site,Henrique,Corporativo,Monitor 24,Eletrônicos,2,920.00,5,15.39,1840.00,1763.39,1285.39,478.00,27.11,Cartão de Crédito,Concluído,9,4
PED-00146,2025-09-25,2025,09,Nordeste,Salvador,Loja Física,Henrique,Pessoa Física,Smartphone Y,Telefonia,2,2150.00,5,85.04,4300.00,625.51,2711.30,-2085.79,-333.45,Cartão de Crédito,Devolvido,5,
PED-00588,2025-09-25,2025,09,Nordeste,Fortaleza,Loja Física,Gabriela,Corporativo,Notebook Pro 14,Eletrônicos,4,4200.00,10,1.13,16800.00,2268.17,10710.34,-8442.17,-372.20,PIX,Devolvido,9,
PED-00815,2025-09-25,2025,09,Sudeste,Campinas,Marketplace,Eduarda,Média Empresa,Smartphone X,Telefonia,1,3200.00,10,32.28,3200.00,2912.28,2461.30,450.98,15.49,PIX,Concluído,5,4
PED-00856,2025-09-25,2025,09,Sudeste,Campinas,Loja Física,Bruno,Pessoa Física,Impressora Wi-Fi,Escritório,1,760.00,10,9.63,760.00,693.63,518.37,175.26,25.27,PIX,Concluído,1,3
PED-01008,2025-09-25,2025,09,Sudeste,São Paulo,Site,Daniel,Pessoa Física,Webcam Full HD,Acessórios,1,310.00,10,90.25,310.00,369.25,221.59,147.66,39.99,Transferência,Concluído,9,4
PED-01215,2025-09-25,2025,09,Sul,Londrina,Marketplace,Bruno,Pessoa Física,Cadeira Ergonômica,Móveis,2,1350.00,15,81.76,2700.00,2376.76,1788.62,588.14,24.75,PIX,Concluído,1,3
PED-01282,2025-09-25,2025,09,Sul,Porto Alegre,Loja Física,Felipe,Pequena Empresa,Cadeira Ergonômica,Móveis,2,1350.00,10,42.78,2700.00,0.00,14.97,-14.97,0.00,Cartão de Crédito,Cancelado,2,
PED-00205,2025-09-26,2025,09,Sudeste,São Paulo,Aplicativo,Gabriela,Pessoa Física,Headset USB,Acessórios,3,260.00,5,39.47,780.00,117.07,406.99,-289.92,-247.65,Cartão de Crédito,Devolvido,7,
PED-00991,2025-09-26,2025,09,Sul,Londrina,Site,Eduarda,Pequena Empresa,Smartphone X,Telefonia,1,3200.00,20,18.08,3200.00,0.00,6.33,-6.33,0.00,Cartão de Crédito,Cancelado,3,
PED-01366,2025-09-26,2025,09,Sudeste,Rio de Janeiro,Aplicativo,Carla,Pessoa Física,Teclado Mecânico,Acessórios,1,350.00,10,1.60,350.00,316.60,210.56,106.04,33.49,PIX,Concluído,10,4
PED-01418,2025-09-26,2025,09,Sudeste,Belo Horizonte,Loja Física,Ana,Pessoa Física,Notebook Lite 15,Eletrônicos,2,2850.00,10,47.74,5700.00,5177.74,4316.71,861.03,16.63,Transferência,Concluído,8,5
PED-00704,2025-09-27,2025,09,Nordeste,Salvador,Loja Física,Daniel,Pequena Empresa,Notebook Lite 15,Eletrônicos,2,2850.00,0,10.00,5700.00,5710.00,4303.50,1406.50,24.63,Cartão de Crédito,Concluído,3,4
PED-00938,2025-09-27,2025,09,Nordeste,Fortaleza,Marketplace,Gabriela,Pessoa Física,Teclado Mecânico,Acessórios,8,350.00,15,84.31,2800.00,2464.31,1709.51,754.80,30.63,Cartão de Crédito,Concluído,10,4
PED-01173,2025-09-27,2025,09,Sudeste,Belo Horizonte,Site,Daniel,Pessoa Física,Notebook Pro 14,Eletrônicos,2,4200.00,0,12.60,8400.00,8412.60,6304.41,2108.19,25.06,PIX,Concluído,6,5
PED-00546,2025-09-28,2025,09,Nordeste,Natal,Loja Física,Henrique,Pequena Empresa,Memória RAM 16 GB,Componentes,2,390.00,0,48.05,780.00,828.05,506.82,321.23,38.79,Cartão de Crédito,Concluído,12,4
PED-00790,2025-09-28,2025,09,Sul,Curitiba,Marketplace,Henrique,Pessoa Física,Mouse Sem Fio,Acessórios,2,145.00,10,52.88,290.00,313.88,182.51,131.37,41.85,Cartão de Crédito,Concluído,1,4
PED-01437,2025-09-29,2025,09,Sudeste,Rio de Janeiro,Loja Física,Gabriela,Média Empresa,Mesa Home Office,Móveis,1,980.00,0,79.39,980.00,1059.39,647.79,411.60,38.85,Transferência,Concluído,3,4
PED-00662,2025-09-30,2025,09,Sul,Londrina,Loja Física,Carla,Pessoa Física,Monitor 27,Eletrônicos,4,1450.00,15,47.68,5800.00,746.65,3482.19,-2735.54,-366.38,PIX,Devolvido,7,
PED-00931,2025-09-30,2025,09,Norte,Palmas,Marketplace,Gabriela,Pequena Empresa,Monitor 27,Eletrônicos,5,1450.00,10,4.00,7250.00,6529.00,5101.40,1427.60,21.87,Cartão de Crédito,Concluído,10,5
PED-01210,2025-09-30,2025,09,Sudeste,Rio de Janeiro,Aplicativo,Ana,Pessoa Física,Memória RAM 16 GB,Componentes,3,390.00,5,73.67,1170.00,177.78,646.66,-468.88,-263.74,Transferência,Devolvido,12,
PED-01430,2025-09-30,2025,09,Nordeste,Recife,Marketplace,Henrique,Corporativo,Webcam Full HD,Acessórios,1,310.00,15,66.01,310.00,329.51,213.10,116.41,35.33,PIX,Concluído,10,4
PED-00005,2025-10-01,2025,10,Sul,Porto Alegre,Marketplace,Daniel,Pessoa Física,Monitor 24,Eletrônicos,2,920.00,20,60.80,1840.00,0.00,21.28,-21.28,0.00,Boleto,Cancelado,4,
PED-00193,2025-10-01,2025,10,Sudeste,Campinas,Aplicativo,Eduarda,Média Empresa,Monitor 27,Eletrônicos,1,1450.00,15,23.72,1450.00,188.43,874.05,-685.62,-363.86,PIX,Devolvido,6,
PED-00487,2025-10-01,2025,10,Nordeste,Salvador,Aplicativo,Gabriela,Pessoa Física,Notebook Pro 14,Eletrônicos,1,4200.00,0,46.39,4200.00,636.96,2691.30,-2054.34,-322.52,PIX,Devolvido,11,
PED-00493,2025-10-01,2025,10,Nordeste,Fortaleza,Loja Física,Daniel,Pessoa Física,Mesa Home Office,Móveis,1,980.00,0,23.33,980.00,1003.33,628.17,375.16,37.39,Transferência,Concluído,8,4
PED-00534,2025-10-01,2025,10,Centro-Oeste,Brasília,Loja Física,Henrique,Pequena Empresa,Teclado Mecânico,Acessórios,8,350.00,10,92.59,2800.00,0.00,32.41,-32.41,0.00,Cartão de Crédito,Cancelado,10,
PED-00681,2025-10-02,2025,10,Norte,Manaus,Loja Física,Ana,Corporativo,Teclado Mecânico,Acessórios,1,350.00,10,32.15,350.00,52.07,188.06,-135.99,-261.17,PIX,Devolvido,2,
PED-01434,2025-10-02,2025,10,Sudeste,Campinas,Marketplace,Eduarda,Pessoa Física,Memória RAM 16 GB,Componentes,2,390.00,10,46.02,780.00,0.00,16.11,-16.11,0.00,Transferência,Cancelado,1,
PED-00246,2025-10-03,2025,10,Sul,Curitiba,Site,Daniel,Média Empresa,Impressora Wi-Fi,Escritório,2,760.00,5,49.07,1520.00,1493.07,1047.17,445.90,29.86,PIX,Concluído,1,4
PED-00250,2025-10-03,2025,10,Sul,Curitiba,Marketplace,Carla,Pequena Empresa,Impressora Wi-Fi,Escritório,3,760.00,0,23.98,2280.00,2303.98,1553.39,750.59,32.58,Boleto,Concluído,12,5
PED-00894,2025-10-03,2025,10,Norte,Palmas,Aplicativo,Eduarda,Pessoa Física,Webcam Full HD,Acessórios,1,310.00,10,78.78,310.00,357.78,217.57,140.21,39.19,Transferência,Concluído,8,4
PED-00785,2025-10-04,2025,10,Sul,Florianópolis,Loja Física,Bruno,Pessoa Física,Cadeira Ergonômica,Móveis,5,1350.00,5,1.79,6750.00,6414.29,4400.63,2013.66,31.39,PIX,Concluído,7,4
PED-01171,2025-10-04,2025,10,Centro-Oeste,Campo Grande,Marketplace,Eduarda,Pessoa Física,Notebook Pro 14,Eletrônicos,1,4200.00,20,84.12,4200.00,516.62,2702.52,-2185.90,-423.12,Transferência,Devolvido,7,
PED-00334,2025-10-05,2025,10,Nordeste,Fortaleza,Loja Física,Henrique,Pessoa Física,SSD 1 TB,Componentes,1,510.00,0,69.14,510.00,86.87,313.82,-226.95,-261.25,Cartão de Crédito,Devolvido,5,
PED-00890,2025-10-05,2025,10,Nordeste,Fortaleza,Marketplace,Eduarda,Corporativo,Memória RAM 16 GB,Componentes,1,390.00,15,23.66,390.00,355.16,253.28,101.88,28.69,Boleto,Concluído,11,4
PED-01400,2025-10-05,2025,10,Sudeste,Belo Horizonte,Marketplace,Ana,Pessoa Física,Teclado Mecânico,Acessórios,3,350.00,20,62.88,1050.00,902.88,652.01,250.87,27.79,Boleto,Concluído,5,2
PED-01055,2025-10-06,2025,10,Centro-Oeste,Campo Grande,Marketplace,Felipe,Pessoa Física,Headset USB,Acessórios,2,260.00,10,79.63,520.00,0.00,27.87,-27.87,0.00,Boleto,Cancelado,4,
PED-01492,2025-10-06,2025,10,Nordeste,Natal,Loja Física,Henrique,Média Empresa,Mesa Home Office,Móveis,2,980.00,0,64.07,1960.00,2024.07,1262.42,761.65,37.63,Boleto,Concluído,11,5
PED-00837,2025-10-07,2025,10,Nordeste,Natal,Marketplace,Eduarda,Pessoa Física,Notebook Lite 15,Eletrônicos,1,2850.00,10,2.89,2850.00,385.18,1828.36,-1443.18,-374.68,Transferência,Devolvido,8,
PED-00960,2025-10-07,2025,10,Nordeste,Natal,Loja Física,Gabriela,Pessoa Física,Impressora Wi-Fi,Escritório,5,760.00,15,46.38,3800.00,0.00,16.23,-16.23,0.00,Transferência,Cancelado,1,
PED-00974,2025-10-07,2025,10,Nordeste,Recife,Site,Felipe,Pessoa Física,Teclado Mecânico,Acessórios,5,350.00,0,88.47,1750.00,1838.47,1080.96,757.51,41.20,Cartão de Crédito,Concluído,10,5
PED-00049,2025-10-08,2025,10,Norte,Porto Velho,Loja Física,Carla,Pequena Empresa,Notebook Lite 15,Eletrônicos,4,2850.00,0,1.17,11400.00,11401.17,8600.41,2800.76,24.57,Boleto,Concluído,8,4
PED-00198,2025-10-08,2025,10,Nordeste,Fortaleza,Site,Carla,Pessoa Física,Monitor 24,Eletrônicos,3,920.00,10,71.75,2760.00,2555.75,1945.11,610.64,23.89,Cartão de Crédito,Concluído,11,2
PED-01188,2025-10-09,2025,10,Nordeste,Salvador,Loja Física,Henrique,Pessoa Física,Tablet 10,Telefonia,2,1850.00,5,14.24,3700.00,0.00,4.98,-4.98,0.00,Transferência,Cancelado,10,
PED-01302,2025-10-09,2025,10,Sul,Porto Alegre,Loja Física,Eduarda,Média Empresa,Notebook Lite 15,Eletrônicos,2,2850.00,0,15.48,5700.00,0.00,5.42,-5.42,0.00,Boleto,Cancelado,10,
PED-00315,2025-10-10,2025,10,Nordeste,Natal,Marketplace,Henrique,Pessoa Física,Tablet 10,Telefonia,2,1850.00,5,93.91,3700.00,0.00,32.87,-32.87,0.00,Transferência,Cancelado,6,
PED-01145,2025-10-10,2025,10,Nordeste,Recife,Marketplace,Ana,Pequena Empresa,Smartphone X,Telefonia,1,3200.00,0,60.71,3200.00,3260.71,2471.25,789.46,24.21,PIX,Concluído,4,3
PED-01290,2025-10-10,2025,10,Nordeste,Recife,Site,Eduarda,Pessoa Física,Impressora Wi-Fi,Escritório,10,760.00,5,64.25,7600.00,7284.25,5172.49,2111.76,28.99,Cartão de Crédito,Concluído,1,1
PED-00791,2025-10-11,2025,10,Norte,Palmas,Site,Eduarda,Pessoa Física,Smartphone X,Telefonia,2,3200.00,0,16.58,6400.00,0.00,5.80,-5.80,0.00,Cartão de Crédito,Cancelado,11,
PED-01337,2025-10-11,2025,10,Sudeste,Rio de Janeiro,Site,Henrique,Pessoa Física,Teclado Mecânico,Acessórios,5,350.00,0,83.20,1750.00,1833.20,1079.12,754.08,41.13,Cartão de Crédito,Concluído,6,5
PED-01484,2025-10-11,2025,10,Sudeste,Campinas,Site,Gabriela,Corporativo,SSD 1 TB,Componentes,5,510.00,10,19.45,2550.00,2314.45,1731.81,582.64,25.17,Transferência,Concluído,6,2
PED-00551,2025-10-12,2025,10,Centro-Oeste,Brasília,Marketplace,Eduarda,Pessoa Física,Monitor 24,Eletrônicos,1,920.00,10,18.28,920.00,0.00,6.40,-6.40,0.00,Cartão de Crédito,Cancelado,9,
PED-00647,2025-10-12,2025,10,Nordeste,Natal,Site,Eduarda,Pessoa Física,Teclado Mecânico,Acessórios,3,350.00,0,43.33,1050.00,1093.33,645.17,448.16,40.99,PIX,Concluído,11,4
PED-00887,2025-10-12,2025,10,Nordeste,Salvador,Aplicativo,Carla,Pessoa Física,Monitor 24,Eletrônicos,1,920.00,0,55.64,920.00,0.00,19.47,-19.47,0.00,Transferência,Cancelado,8,
PED-01043,2025-10-12,2025,10,Sudeste,Belo Horizonte,Site,Felipe,Média Empresa,Tablet 10,Telefonia,5,1850.00,5,46.34,9250.00,1325.08,5623.79,-4298.71,-324.41,PIX,Devolvido,10,
PED-00086,2025-10-13,2025,10,Centro-Oeste,Brasília,Marketplace,Eduarda,Pessoa Física,Webcam Full HD,Acessórios,1,310.00,10,87.55,310.00,366.55,220.64,145.91,39.81,PIX,Concluído,1,3
PED-00687,2025-10-13,2025,10,Sudeste,Rio de Janeiro,Site,Gabriela,Pessoa Física,Teclado Mecânico,Acessórios,2,350.00,5,92.42,700.00,0.00,32.35,-32.35,0.00,Boleto,Cancelado,11,
PED-00372,2025-10-14,2025,10,Sudeste,Campinas,Loja Física,Bruno,Pequena Empresa,Webcam Full HD,Acessórios,2,310.00,10,82.91,620.00,96.14,347.67,-251.53,-261.63,Transferência,Devolvido,4,
PED-00930,2025-10-14,2025,10,Centro-Oeste,Cuiabá,Marketplace,Eduarda,Corporativo,Cadeira Ergonômica,Móveis,1,1350.00,0,76.57,1350.00,1426.57,906.80,519.77,36.43,Transferência,Concluído,10,4
PED-01303,2025-10-14,2025,10,Sudeste,Campinas,Marketplace,Carla,Pessoa Física,Notebook Pro 14,Eletrônicos,1,4200.00,5,8.56,4200.00,3998.56,3153.00,845.56,21.15,Boleto,Concluído,2,4
PED-00443,2025-10-15,2025,10,Sudeste,Campinas,Marketplace,Carla,Pequena Empresa,Teclado Mecânico,Acessórios,1,350.00,0,14.89,350.00,54.73,182.93,-128.20,-234.24,PIX,Devolvido,10,
PED-01019,2025-10-15,2025,10,Nordeste,Recife,Loja Física,Ana,Pequena Empresa,Mesa Home Office,Móveis,8,980.00,0,65.52,7840.00,7905.52,4982.93,2922.59,36.97,Transferência,Concluído,11,2
PED-00022,2025-10-16,2025,10,Nordeste,Recife,Loja Física,Eduarda,Pessoa Física,Headset USB,Acessórios,1,260.00,15,4.83,260.00,33.87,133.19,-99.32,-293.24,Boleto,Devolvido,7,
PED-00236,2025-10-16,2025,10,Sudeste,São Paulo,Marketplace,Henrique,Pessoa Física,Mesa Home Office,Móveis,2,980.00,5,27.98,1960.00,283.50,1062.32,-778.82,-274.72,Transferência,Devolvido,11,
PED-01293,2025-10-16,2025,10,Centro-Oeste,Cuiabá,Site,Eduarda,Pequena Empresa,Notebook Pro 14,Eletrônicos,2,4200.00,5,1.43,8400.00,0.00,0.50,-0.50,0.00,Transferência,Cancelado,4,
PED-00062,2025-10-17,2025,10,Centro-Oeste,Campo Grande,Aplicativo,Henrique,Pessoa Física,Mesa Home Office,Móveis,1,980.00,10,51.63,980.00,933.63,638.07,295.56,31.66,PIX,Concluído,6,5
PED-00252,2025-10-17,2025,10,Nordeste,Natal,Site,Eduarda,Pequena Empresa,Mesa Home Office,Móveis,5,980.00,0,67.55,4900.00,745.13,2655.09,-1909.96,-256.33,PIX,Devolvido,5,
PED-00511,2025-10-17,2025,10,Sul,Florianópolis,Marketplace,Gabriela,Média Empresa,Cadeira Ergonômica,Móveis,1,1350.00,20,72.55,1350.00,1152.55,905.39,247.16,21.44,Transferência,Concluído,9,5
PED-00032,2025-10-18,2025,10,Sudeste,Rio de Janeiro,Loja Física,Daniel,Média Empresa,Smartphone X,Telefonia,1,3200.00,0,93.47,3200.00,0.00,32.71,-32.71,0.00,Transferência,Cancelado,2,
PED-00099,2025-10-18,2025,10,Nordeste,Recife,Site,Carla,Média Empresa,Cadeira Ergonômica,Móveis,1,1350.00,10,62.90,1350.00,1277.90,902.01,375.89,29.41,Cartão de Crédito,Concluído,10,5
